"Date","Archibald.Park","Beach.Rd","Carlton.Gore.Rd","Curran.St","Dominion.Rd","East.Coast.Rd","Franklin.Rd","GI.TO.TAMAKI.DR.SECTION.1","Grafton.Bridge","Grafton.Gully","Grafton.Rd","Great.South.Rd","Highbrook","Hopetoun.St","Karangahape.Rd","Lagoon.Dr","Lake.Rd","Lake.Rd.New","Leigh.Rd.Shared.Path","Lightpath","Mangere.Bridge","Mangere.Safe.Routes","Nelson.St","NW.Cycleway.Kingsland","NW.Cycleway.TeAtatu","Oceanview.Rd","Orewa.Path","Ormiston.Rd","Quay.St.Spark.Arena","Quay.St.Eco.Display.Classic","Queen.St.Pukekohe","Rankin.Ave","Saint.Lukes.Rd","SH20A.Shared.Path","SW.Shared.Path","Symonds.St","Tamaki.Dr","TeAtatu.Peninsula","TeWero.Bridge.Bike","Twin.Streams","Upper.Harbour","Upper.Queen.St","Waterview.Unitec","Westhaven.Dr","Victoria.St.West"
"Wed 29 Jan 2020",34,500,431,358,549,179,302,67,904,733,116,108,52,248,542,435,24,478,15,1086,418,39,1163,1830,1095,161,474,93,1532,1210,13,40,365,56,300,436,1658,311,856,167,186,365,341,NA,217
"Thu 30 Jan 2020",43,509,488,412,541,158,333,45,907,751,118,95,62,217,550,348,19,465,10,1112,409,44,1210,1904,1056,187,475,94,1554,1301,9,44,362,43,295,453,1801,290,789,136,180,359,330,NA,199
"Fri 31 Jan 2020",33,440,373,380,473,152,317,61,811,692,97,98,51,221,532,381,17,456,8,922,402,52,722,1628,954,205,423,76,1530,1251,23,42,314,70,247,388,1595,234,1013,145,128,328,305,NA,201
"Sun  1 Nov 2020",30,211,143,351,217,163,157,80,359,283,106,86,27,78,NA,328,12,409,53,313,651,36,389,770,965,112,466,31,691,621,11,29,268,52,304,183,NA,115,445,359,309,126,664,926,194
"Mon  2 Nov 2020",29,478,461,341,516,136,311,41,906,617,219,82,42,222,NA,278,19,474,13,800,372,25,962,1671,894,137,305,31,1156,1373,14,46,356,50,151,430,NA,125,435,152,125,388,524,763,226
"Tue  3 Nov 2020",9,465,506,187,498,129,301,67,964,563,244,83,33,232,NA,269,12,421,8,689,309,27,891,1484,791,129,211,29,1045,1326,11,45,286,56,0,431,NA,108,409,65,104,343,391,694,256
"Wed  4 Nov 2020",9,416,440,111,461,127,308,71,901,529,216,98,20,242,NA,292,27,451,3,685,327,39,900,1491,776,145,224,39,1031,1289,16,44,288,66,199,416,NA,108,440,106,122,375,427,765,242
"Thu  5 Nov 2020",1,186,209,25,246,55,124,12,422,272,125,53,13,140,NA,127,8,224,0,371,103,13,458,671,302,76,55,22,395,614,10,14,139,50,55,172,NA,54,133,23,13,190,146,375,109
"Fri  6 Nov 2020",19,342,338,103,390,115,222,41,724,453,201,75,30,167,NA,233,20,436,13,550,297,37,744,1219,766,114,242,19,919,1147,7,43,294,43,151,353,NA,104,403,112,99,285,373,807,227
"Sat  7 Nov 2020",25,198,201,116,166,143,123,76,363,306,95,75,42,68,NA,382,5,501,88,239,556,37,245,649,865,138,356,26,792,743,10,31,182,37,304,174,NA,69,424,231,306,96,421,747,107
"Sun  8 Nov 2020",31,148,126,106,160,93,86,50,282,208,94,69,10,68,NA,148,5,331,25,217,382,27,263,502,622,63,294,16,591,606,10,36,182,16,266,113,NA,68,394,271,197,101,451,720,76
"Mon  9 Nov 2020",6,367,363,216,420,112,243,212,768,500,209,57,27,185,NA,263,13,391,13,616,245,36,770,1247,641,76,245,22,877,1078,8,28,214,25,162,329,NA,99,326,62,71,272,327,570,206
"Tue 10 Nov 2020",7,233,237,89,259,85,165,24,489,336,171,64,21,151,NA,138,11,239,5,413,132,19,549,859,472,93,148,24,499,724,12,19,143,23,84,222,NA,70,211,58,37,176,206,532,108
"Wed 11 Nov 2020",10,345,419,100,423,145,290,54,809,482,231,97,29,200,NA,270,30,407,15,608,260,48,788,1245,720,136,278,29,878,1210,14,45,228,54,149,377,NA,109,391,85,89,277,370,949,185
"Thu 12 Nov 2020",26,447,547,94,461,156,315,34,937,609,213,87,34,223,NA,282,25,520,8,663,386,37,923,1583,962,123,296,23,1320,1555,15,48,338,23,225,365,NA,145,482,113,128,339,515,1020,239
"Fri 13 Nov 2020",10,219,313,38,265,133,204,67,618,296,134,95,44,126,NA,266,11,540,25,333,409,59,414,804,680,153,312,27,756,876,13,42,220,39,219,199,NA,98,371,125,110,198,420,722,168
"Sat 14 Nov 2020",52,250,190,63,196,184,131,80,476,368,115,75,52,85,NA,281,18,534,41,278,529,45,287,811,1115,225,402,37,917,1004,12,60,214,52,259,192,NA,99,502,251,303,122,505,1053,129
"Sun 15 Nov 2020",37,180,153,61,188,134,150,78,344,324,97,74,20,68,NA,271,14,461,49,265,464,23,287,719,872,142,444,47,832,950,17,39,194,42,304,151,NA,108,480,222,352,99,610,888,127
"Mon 16 Nov 2020",18,455,413,37,493,137,297,66,841,611,185,71,49,182,NA,277,31,371,9,725,356,30,881,1512,873,170,298,35,1077,1252,13,50,339,13,211,361,NA,135,395,136,79,318,463,887,217
"Tue 17 Nov 2020",19,480,494,348,510,185,343,53,972,644,232,93,49,204,NA,351,34,280,32,845,431,27,1034,1734,1038,143,309,41,1359,1566,12,54,342,52,269,419,NA,148,482,152,164,329,612,942,288
"Wed 18 Nov 2020",10,409,458,226,475,129,315,37,866,539,240,88,45,181,NA,265,39,265,15,760,318,30,946,1483,825,154,233,26,1083,1340,10,48,275,48,220,375,NA,123,427,126,137,336,376,1006,272
"Thu 19 Nov 2020",14,430,487,270,426,160,334,57,822,601,237,112,48,164,NA,319,38,232,15,693,337,35,862,1428,830,122,216,43,1131,1359,20,44,294,52,211,379,NA,122,514,164,140,340,454,980,272
"Fri 20 Nov 2020",27,424,397,276,415,125,271,49,797,579,180,98,41,132,NA,251,21,257,34,660,349,31,838,1363,858,171,287,31,1024,1285,17,60,310,32,240,343,NA,138,554,133,146,294,440,823,233
"Sat 21 Nov 2020",12,243,162,305,181,163,147,48,412,306,94,60,48,81,NA,340,7,281,76,304,679,30,340,773,1057,211,397,31,840,922,7,35,207,36,248,127,NA,111,486,229,346,128,476,1033,151
"Sun 22 Nov 2020",28,171,96,227,126,86,80,57,229,250,90,63,16,61,NA,181,16,148,44,194,205,22,229,536,599,120,269,14,542,618,12,40,133,33,157,100,NA,77,382,226,237,70,324,738,110
"Mon 23 Nov 2020",27,478,432,271,505,162,314,60,886,637,125,88,47,171,NA,332,29,255,10,788,374,20,984,1594,1018,158,287,31,1239,1489,10,53,338,50,266,386,NA,144,413,161,142,355,536,1044,282
"Tue 24 Nov 2020",16,325,366,154,335,83,219,45,638,410,83,80,20,175,NA,220,38,175,5,546,199,19,689,1137,563,116,348,28,763,1002,5,23,218,51,130,275,NA,97,270,38,48,241,259,487,222
"Wed 25 Nov 2020",23,242,273,157,280,74,208,22,509,318,62,69,18,186,NA,204,23,146,4,451,152,26,602,838,452,70,234,45,572,811,8,28,172,42,97,251,NA,80,290,56,57,178,248,628,190
"Thu 26 Nov 2020",20,459,457,277,426,151,305,36,819,567,78,82,47,206,NA,306,42,231,15,669,294,26,857,1403,747,113,316,37,1064,1314,12,37,288,34,207,339,NA,118,410,84,112,353,384,723,268
"Fri 27 Nov 2020",16,379,370,266,420,127,282,42,712,509,88,86,38,189,NA,388,46,208,18,596,296,38,744,1198,747,155,265,44,942,1228,12,36,312,38,200,340,NA,116,570,107,124,268,418,835,245
"Sat 28 Nov 2020",31,200,156,274,153,185,130,56,337,259,40,73,20,66,NA,322,6,223,38,281,558,42,251,602,770,198,304,42,777,849,17,20,162,19,219,150,NA,65,510,211,351,120,400,725,125
"Sun 29 Nov 2020",9,103,81,162,106,98,78,41,211,163,39,62,10,63,NA,185,3,136,22,120,217,31,150,323,476,105,176,16,394,469,5,16,88,34,129,78,NA,40,227,49,136,70,232,549,62
"Mon 30 Nov 2020",8,355,382,162,394,98,252,26,714,459,80,80,33,160,NA,261,45,250,2,605,222,24,751,1173,566,94,172,28,842,1112,5,25,267,39,140,298,NA,111,337,43,70,282,346,547,208
